rid,time,satnum,elev,azim,SNR
65,11:22:25 Z,20,42,301,23
65,11:22:25 Z,26,,,35
65,11:22:25 Z,29,,,30
65,11:22:25 Z,30,,,30
66,11:22:30 Z,02,06,331,27
66,11:22:30 Z,04,26,069,30
66,11:22:30 Z,05,,,26
66,11:22:30 Z,06,44,216,36
66,11:22:30 Z,07,,,24
66,11:22:30 Z,09,63,065,31
66,11:22:30 Z,11,50,269,38
66,11:22:30 Z,16,14,052,23
66,11:22:30 Z,20,42,301,24
66,11:22:30 Z,26,,,34
66,11:22:30 Z,29,,,28
66,11:22:30 Z,30,,,30
67,11:22:35 Z,02,06,331,26
67,11:22:35 Z,04,26,069,33
67,11:22:35 Z,05,,,28
67,11:22:35 Z,06,44,216,31
67,11:22:35 Z,07,,,25
67,11:22:35 Z,09,63,065,28
67,11:22:35 Z,11,50,269,33
67,11:22:35 Z,16,14,052,25
67,11:22:35 Z,20,42,301,26
67,11:22:35 Z,26,,,18
67,11:22:35 Z,29,,,34
67,11:22:35 Z,30,,,27
68,11:22:40 Z,02,06,331,22
68,11:22:40 Z,04,26,069,35
68,11:22:40 Z,05,,,24
68,11:22:40 Z,06,44,216,42
68,11:22:40 Z,09,63,065,23
68,11:22:40 Z,11,50,269,32
68,11:22:40 Z,16,14,052,23
68,11:22:40 Z,20,42,301,25
68,11:22:40 Z,26,,,16
68,11:22:40 Z,29,,,23
68,11:22:40 Z,30,,,38
68,11:22:40 Z,39,30,156,29
69,11:22:45 Z,02,06,331,24
69,11:22:45 Z,04,26,069,15
69,11:22:45 Z,05,,,25
69,11:22:45 Z,06,44,216,42
69,11:22:45 Z,07,,,26
69,11:22:45 Z,09,63,065,20
69,11:22:45 Z,11,50,269,24
69,11:22:45 Z,16,14,052,14
69,11:22:45 Z,20,42,301,24
69,11:22:45 Z,26,,,15
69,11:22:45 Z,29,,,26
69,11:22:45 Z,30,,,38
69,11:22:45 Z,39,30,156,30
70,11:22:50 Z,02,06,331,28
70,11:22:50 Z,04,26,069,17
70,11:22:50 Z,05,,,32
70,11:22:50 Z,06,44,216,25
70,11:22:50 Z,07,,,31
70,11:22:50 Z,09,63,065,28
70,11:22:50 Z,11,50,269,28
70,11:22:50 Z,16,14,052,30
70,11:22:50 Z,20,42,301,28
70,11:22:50 Z,26,,,16
70,11:22:50 Z,29,,,26
70,11:22:50 Z,30,,,32
70,11:22:50 Z,39,30,156,33
71,11:22:55 Z,02,06,331,27
71,11:22:55 Z,04,26,069,22
71,11:22:55 Z,05,,,37
71,11:22:55 Z,06,44,216,26
71,11:22:55 Z,07,,,25
71,11:22:55 Z,09,63,065,25
71,11:22:55 Z,11,50,269,34
71,11:22:55 Z,16,14,051,30
71,11:22:55 Z,20,42,301,29
71,11:22:55 Z,26,,,15
71,11:22:55 Z,29,,,24
71,11:22:55 Z,30,,,28
71,11:22:55 Z,39,30,156,29
72,11:23:00 Z,02,06,331,23
72,11:23:00 Z,04,26,069,19
72,11:23:00 Z,05,,,29
72,11:23:00 Z,06,44,216,35
72,11:23:00 Z,07,,,23
72,11:23:00 Z,09,63,065,20
72,11:23:00 Z,11,50,269,36
72,11:23:00 Z,16,14,051,25
72,11:23:00 Z,20,42,301,32
72,11:23:00 Z,26,,,12
72,11:23:00 Z,29,,,23
72,11:23:00 Z,30,,,34
73,11:23:05 Z,02,06,331,22
73,11:23:05 Z,04,26,069,15
73,11:23:05 Z,05,,,37
73,11:23:05 Z,06,44,216,41
73,11:23:05 Z,07,,,25
73,11:23:05 Z,09,63,065,17
73,11:23:05 Z,11,50,269,31
73,11:23:05 Z,16,14,051,13
73,11:23:05 Z,20,42,301,38
73,11:23:05 Z,26,,,08
73,11:23:05 Z,29,,,30
73,11:23:05 Z,30,,,34
74,11:23:10 Z,02,06,331,26
74,11:23:10 Z,04,26,069,14
74,11:23:10 Z,05,,,31
74,11:23:10 Z,06,44,216,27
74,11:23:10 Z,07,,,22
74,11:23:10 Z,09,63,065,18
74,11:23:10 Z,11,50,269,39
74,11:23:10 Z,16,14,051,13
74,11:23:10 Z,20,42,301,38
74,11:23:10 Z,26,,,15
74,11:23:10 Z,29,,,30
74,11:23:10 Z,30,,,30
75,11:23:15 Z,02,06,331,33
75,11:23:15 Z,04,26,069,15
75,11:23:15 Z,05,,,30
75,11:23:15 Z,06,43,215,27
75,11:23:15 Z,07,,,21
75,11:23:15 Z,09,63,065,18
75,11:23:15 Z,11,50,269,31
75,11:23:15 Z,16,14,051,11
75,11:23:15 Z,20,42,301,27
75,11:23:15 Z,26,,,15
75,11:23:15 Z,29,,,27
75,11:23:15 Z,30,,,24
76,11:23:20 Z,02,06,331,26
76,11:23:20 Z,04,26,069,13
76,11:23:20 Z,05,,,26
76,11:23:20 Z,06,43,215,29
76,11:23:20 Z,07,,,22
76,11:23:20 Z,09,63,065,30
76,11:23:20 Z,11,50,269,36
76,11:23:20 Z,16,14,051,13
76,11:23:20 Z,20,42,301,40
76,11:23:20 Z,26,,,24
76,11:23:20 Z,29,,,32
76,11:23:20 Z,30,,,24
77,11:23:25 Z,02,06,331,27
77,11:23:25 Z,04,26,069,16
77,11:23:25 Z,05,,,31
77,11:23:25 Z,06,43,215,31
77,11:23:25 Z,07,,,21
77,11:23:25 Z,09,63,065,32
77,11:23:25 Z,11,50,269,34
77,11:23:25 Z,16,14,051,18
77,11:23:25 Z,20,42,301,38
77,11:23:25 Z,26,,,37
77,11:23:25 Z,29,,,27
77,11:23:25 Z,30,,,26
78,11:23:30 Z,02,06,331,26
78,11:23:30 Z,04,26,069,18
78,11:23:30 Z,05,,,27
78,11:23:30 Z,06,43,215,31
78,11:23:30 Z,07,,,23
78,11:23:30 Z,09,63,065,32
78,11:23:30 Z,11,50,269,35
78,11:23:30 Z,16,14,051,28
78,11:23:30 Z,20,42,301,36
78,11:23:30 Z,26,,,28
78,11:23:30 Z,29,,,24
78,11:23:30 Z,30,,,27
79,11:23:35 Z,02,06,331,32
79,11:23:35 Z,04,26,069,22
79,11:23:35 Z,05,,,26
79,11:23:35 Z,06,43,215,32
79,11:23:35 Z,07,,,24
79,11:23:35 Z,09,63,065,33
79,11:23:35 Z,11,50,269,38
79,11:23:35 Z,16,14,051,27
79,11:23:35 Z,20,42,301,40
79,11:23:35 Z,26,,,20
79,11:23:35 Z,29,,,27
79,11:23:35 Z,30,,,28
80,11:23:40 Z,02,06,331,30
80,11:23:40 Z,04,26,069,30
80,11:23:40 Z,05,,,24
80,11:23:40 Z,06,43,215,24
80,11:23:40 Z,07,,,24
80,11:23:40 Z,09,63,065,30
80,11:23:40 Z,11,50,269,31
80,11:23:40 Z,16,14,051,29
80,11:23:40 Z,20,42,301,29
80,11:23:40 Z,26,,,15
80,11:23:40 Z,29,,,29
80,11:23:40 Z,30,,,25
81,11:23:45 Z,02,06,331,30
81,11:23:45 Z,04,26,069,32
81,11:23:45 Z,05,,,23
81,11:23:45 Z,06,43,215,26
81,11:23:45 Z,07,,,28
81,11:23:45 Z,09,63,065,34
81,11:23:45 Z,11,50,269,33
81,11:23:45 Z,16,14,051,30
81,11:23:45 Z,20,43,300,38
81,11:23:45 Z,26,,,15
81,11:23:45 Z,29,,,27
81,11:23:45 Z,30,,,24
82,11:23:50 Z,02,06,331,24
82,11:23:50 Z,04,26,069,35
82,11:23:50 Z,05,,,24
82,11:23:50 Z,06,43,215,28
82,11:23:50 Z,07,,,26
82,11:23:50 Z,09,63,065,31
82,11:23:50 Z,11,50,269,39
82,11:23:50 Z,16,14,051,35
82,11:23:50 Z,20,43,300,36
82,11:23:50 Z,26,,,12
82,11:23:50 Z,29,,,25
82,11:23:50 Z,30,,,31
83,11:23:55 Z,02,06,331,25
83,11:23:55 Z,04,26,069,34
83,11:23:55 Z,05,,,30
83,11:23:55 Z,06,43,215,20
83,11:23:55 Z,07,,,26
83,11:23:55 Z,09,63,065,34
83,11:23:55 Z,11,50,269,28
83,11:23:55 Z,16,14,051,35
83,11:23:55 Z,20,43,300,29
83,11:23:55 Z,29,,,23
83,11:23:55 Z,30,,,27
84,11:24:00 Z,02,06,331,29
84,11:24:00 Z,04,26,069,32
84,11:24:00 Z,05,,,25
84,11:24:00 Z,06,43,215,32
84,11:24:00 Z,07,,,25
84,11:24:00 Z,09,63,065,32
84,11:24:00 Z,11,50,269,36
84,11:24:00 Z,16,14,051,30
84,11:24:00 Z,20,43,300,39
84,11:24:00 Z,29,,,25
84,11:24:00 Z,30,,,26
85,11:24:05 Z,02,06,331,27
85,11:24:05 Z,04,25,069,25
85,11:24:05 Z,05,,,31
85,11:24:05 Z,06,43,215,31
85,11:24:05 Z,07,,,24
85,11:24:05 Z,09,63,065,31
85,11:24:05 Z,11,50,269,37
85,11:24:05 Z,16,14,051,24
85,11:24:05 Z,20,43,300,37
85,11:24:05 Z,29,,,26
85,11:24:05 Z,30,,,28
86,11:24:10 Z,02,06,331,34
86,11:24:10 Z,04,25,069,26
86,11:24:10 Z,05,,,28
86,11:24:10 Z,06,43,215,32
86,11:24:10 Z,07,,,24
86,11:24:10 Z,09,63,065,35
86,11:24:10 Z,11,50,268,28
86,11:24:10 Z,16,14,051,29
86,11:24:10 Z,20,43,300,37
86,11:24:10 Z,29,,,34
86,11:24:10 Z,30,,,27
87,11:24:15 Z,02,06,331,30
87,11:24:15 Z,04,25,069,32
87,11:24:15 Z,05,,,31
87,11:24:15 Z,06,43,215,23
87,11:24:15 Z,07,,,32
87,11:24:15 Z,09,63,065,37
87,11:24:15 Z,11,50,268,37
87,11:24:15 Z,16,14,051,32
87,11:24:15 Z,20,43,300,38
87,11:24:15 Z,29,,,33
87,11:24:15 Z,30,,,32
88,11:24:20 Z,02,06,331,41
88,11:24:20 Z,04,25,069,28
88,11:24:20 Z,05,,,34
88,11:24:20 Z,06,43,215,22
88,11:24:20 Z,07,,,22
88,11:24:20 Z,09,63,065,34
88,11:24:20 Z,11,50,268,27
88,11:24:20 Z,16,14,051,30
88,11:24:20 Z,20,43,300,30
88,11:24:20 Z,26,,,30
88,11:24:20 Z,29,,,37
88,11:24:20 Z,30,,,23
89,11:24:25 Z,02,06,331,38
89,11:24:25 Z,04,25,069,33
89,11:24:25 Z,05,,,31
89,11:24:25 Z,06,43,215,30
89,11:24:25 Z,07,,,20
89,11:24:25 Z,09,63,065,33
89,11:24:25 Z,11,50,268,38
89,11:24:25 Z,16,14,051,31
89,11:24:25 Z,20,43,300,43
89,11:24:25 Z,26,,,38
89,11:24:25 Z,29,,,40
89,11:24:25 Z,30,,,23
90,11:24:30 Z,02,06,331,29
90,11:24:30 Z,04,25,070,37
90,11:24:30 Z,05,,,35
90,11:24:30 Z,06,43,215,24
90,11:24:30 Z,07,,,20
90,11:24:30 Z,09,63,065,27
90,11:24:30 Z,11,50,268,32
90,11:24:30 Z,16,14,051,34
90,11:24:30 Z,20,43,300,24
90,11:24:30 Z,26,,,42
90,11:24:30 Z,29,,,33
90,11:24:30 Z,30,,,24
91,11:24:35 Z,02,06,331,34
91,11:24:35 Z,04,25,070,32
91,11:24:35 Z,05,,,36
91,11:24:35 Z,06,43,215,36
91,11:24:35 Z,07,,,24
91,11:24:35 Z,09,62,065,31
91,11:24:35 Z,11,50,268,34
91,11:24:35 Z,16,14,051,38
91,11:24:35 Z,20,43,300,37
91,11:24:35 Z,26,,,37
91,11:24:35 Z,29,,,29
91,11:24:35 Z,30,,,26
92,11:24:40 Z,02,06,331,36
92,11:24:40 Z,04,25,070,35
92,11:24:40 Z,05,,,36
92,11:24:40 Z,06,43,215,27
92,11:24:40 Z,07,,,21
92,11:24:40 Z,09,62,065,34
92,11:24:40 Z,11,50,268,34
92,11:24:40 Z,16,14,051,37
92,11:24:40 Z,20,43,300,40
92,11:24:40 Z,26,,,34
92,11:24:40 Z,29,,,36
92,11:24:40 Z,30,,,24
93,11:24:45 Z,02,06,331,33
93,11:24:45 Z,04,25,070,36
93,11:24:45 Z,05,,,37
93,11:24:45 Z,06,43,215,24
93,11:24:45 Z,07,,,22
93,11:24:45 Z,09,62,065,34
93,11:24:45 Z,11,50,268,28
93,11:24:45 Z,16,14,051,33
93,11:24:45 Z,20,43,300,34
93,11:24:45 Z,26,,,36
93,11:24:45 Z,29,,,29
93,11:24:45 Z,30,,,22
94,11:24:50 Z,02,06,331,27
94,11:24:50 Z,04,25,070,32
94,11:24:50 Z,05,,,36
94,11:24:50 Z,06,43,215,28
94,11:24:50 Z,07,,,24
94,11:24:50 Z,09,62,065,31
94,11:24:50 Z,11,50,268,34
94,11:24:50 Z,16,14,051,37
94,11:24:50 Z,20,43,300,39
94,11:24:50 Z,26,,,33
94,11:24:50 Z,29,,,32
94,11:24:50 Z,30,,,24
95,11:24:55 Z,02,07,331,33
95,11:24:55 Z,04,25,070,32
95,11:24:55 Z,05,,,38
95,11:24:55 Z,06,43,215,24
95,11:24:55 Z,07,,,23
95,11:24:55 Z,09,62,065,33
95,11:24:55 Z,11,50,268,27
95,11:24:55 Z,16,14,051,30
95,11:24:55 Z,20,43,300,30
95,11:24:55 Z,26,,,23
95,11:24:55 Z,29,,,29
95,11:24:55 Z,30,,,30
96,11:25:00 Z,02,07,331,38
96,11:25:00 Z,04,25,070,32
96,11:25:00 Z,05,,,37
96,11:25:00 Z,06,43,215,32
96,11:25:00 Z,07,,,22
96,11:25:00 Z,09,62,066,26
96,11:25:00 Z,11,50,268,33
96,11:25:00 Z,16,14,051,33
96,11:25:00 Z,20,43,300,39
96,11:25:00 Z,26,,,29
96,11:25:00 Z,29,,,29
96,11:25:00 Z,30,,,20
97,11:25:05 Z,02,07,331,34
97,11:25:05 Z,04,25,070,35
97,11:25:05 Z,05,,,36
97,11:25:05 Z,06,43,215,28
97,11:25:05 Z,07,,,24
97,11:25:05 Z,09,62,066,34
97,11:25:05 Z,11,50,268,31
97,11:25:05 Z,16,14,051,32
97,11:25:05 Z,20,43,300,28
97,11:25:05 Z,26,,,36
97,11:25:05 Z,29,,,26
97,11:25:05 Z,30,,,28
98,11:25:10 Z,02,07,331,36
98,11:25:10 Z,04,25,070,31
98,11:25:10 Z,05,,,38
98,11:25:10 Z,06,43,215,31
98,11:25:10 Z,07,,,22
98,11:25:10 Z,09,62,066,34
98,11:25:10 Z,11,50,268,30
98,11:25:10 Z,16,14,051,32
98,11:25:10 Z,20,43,300,35
98,11:25:10 Z,26,,,24
98,11:25:10 Z,29,,,37
98,11:25:10 Z,30,,,25
99,11:25:15 Z,02,07,331,30
99,11:25:15 Z,04,25,070,35
99,11:25:15 Z,05,,,39
99,11:25:15 Z,06,43,215,34
99,11:25:15 Z,07,,,22
99,11:25:15 Z,09,62,066,35
99,11:25:15 Z,11,50,268,32
99,11:25:15 Z,16,14,050,33
99,11:25:15 Z,20,43,300,38
99,11:25:15 Z,26,,,32
99,11:25:15 Z,29,,,32
99,11:25:15 Z,30,,,24
100,11:25:20 Z,02,07,331,36
100,11:25:20 Z,04,25,070,36
100,11:25:20 Z,05,,,38
100,11:25:20 Z,06,43,215,34
100,11:25:20 Z,07,,,23
100,11:25:20 Z,09,62,066,33
100,11:25:20 Z,11,50,268,39
100,11:25:20 Z,16,14,050,37
100,11:25:20 Z,20,43,300,41
100,11:25:20 Z,26,,,29
100,11:25:20 Z,29,,,33
100,11:25:20 Z,30,,,24
101,11:25:25 Z,02,07,331,33
101,11:25:25 Z,04,25,070,34
101,11:25:25 Z,05,07,303,39
101,11:25:25 Z,06,43,215,34
101,11:25:25 Z,07,,,22
101,11:25:25 Z,09,62,066,35
101,11:25:25 Z,11,50,267,35
101,11:25:25 Z,16,14,050,35
101,11:25:25 Z,20,43,300,39
101,11:25:25 Z,26,,,35
101,11:25:25 Z,29,,,35
101,11:25:25 Z,30,,,23
102,11:25:30 Z,02,07,331,33
102,11:25:30 Z,04,25,070,34
102,11:25:30 Z,05,07,303,34
102,11:25:30 Z,06,43,215,31
102,11:25:30 Z,07,,,24
102,11:25:30 Z,09,62,066,29
102,11:25:30 Z,11,50,267,29
102,11:25:30 Z,16,14,050,33
102,11:25:30 Z,20,43,300,39
102,11:25:30 Z,26,,,35
102,11:25:30 Z,29,,,29
102,11:25:30 Z,30,,,26
103,11:25:35 Z,02,07,331,27
103,11:25:35 Z,04,25,070,34
103,11:25:35 Z,05,07,303,36
103,11:25:35 Z,06,43,215,23
103,11:25:35 Z,07,,,23
103,11:25:35 Z,09,62,066,33
103,11:25:35 Z,11,50,267,27
103,11:25:35 Z,16,14,050,37
103,11:25:35 Z,20,43,300,39
103,11:25:35 Z,26,,,34
103,11:25:35 Z,29,,,38
103,11:25:35 Z,30,,,24
104,11:25:40 Z,02,07,331,38
104,11:25:40 Z,04,25,070,35
104,11:25:40 Z,05,07,303,36
104,11:25:40 Z,06,43,215,28
104,11:25:40 Z,07,,,22
104,11:25:40 Z,09,62,066,34
104,11:25:40 Z,11,50,267,36
104,11:25:40 Z,16,14,050,27
104,11:25:40 Z,20,43,300,41
104,11:25:40 Z,26,,,26
104,11:25:40 Z,29,,,35
104,11:25:40 Z,30,,,25
105,11:25:45 Z,02,07,331,33
105,11:25:45 Z,04,25,070,35
105,11:25:45 Z,05,07,303,36
105,11:25:45 Z,06,43,215,30
105,11:25:45 Z,07,,,22
105,11:25:45 Z,09,62,066,37
105,11:25:45 Z,11,50,267,29
105,11:25:45 Z,16,14,050,35
105,11:25:45 Z,20,43,300,38
105,11:25:45 Z,26,,,35
105,11:25:45 Z,29,,,34
105,11:25:45 Z,30,,,23
106,11:25:50 Z,02,07,331,35
106,11:25:50 Z,04,25,070,33
106,11:25:50 Z,05,07,303,36
106,11:25:50 Z,06,42,215,31
106,11:25:50 Z,07,,,26
106,11:25:50 Z,09,62,066,28
106,11:25:50 Z,11,50,267,29
106,11:25:50 Z,16,14,050,36
106,11:25:50 Z,20,43,300,39
106,11:25:50 Z,26,,,33
106,11:25:50 Z,29,,,35
106,11:25:50 Z,30,,,26
107,11:25:55 Z,02,07,331,35
107,11:25:55 Z,04,25,070,32
107,11:25:55 Z,05,07,303,36
107,11:25:55 Z,06,42,215,31
107,11:25:55 Z,07,,,25
107,11:25:55 Z,09,62,066,31
107,11:25:55 Z,11,50,267,30
107,11:25:55 Z,16,14,050,35
107,11:25:55 Z,20,43,300,38
107,11:25:55 Z,26,,,33
107,11:25:55 Z,29,,,36
107,11:25:55 Z,30,,,28
108,11:26:00 Z,02,07,331,36
108,11:26:00 Z,04,25,070,35
108,11:26:00 Z,05,07,303,37
108,11:26:00 Z,06,42,215,31
108,11:26:00 Z,07,,,24
108,11:26:00 Z,09,62,066,34
108,11:26:00 Z,11,50,267,31
108,11:26:00 Z,16,14,050,37
108,11:26:00 Z,20,43,300,39
108,11:26:00 Z,26,,,34
108,11:26:00 Z,29,,,36
108,11:26:00 Z,30,,,28
109,11:26:05 Z,02,07,331,36
109,11:26:05 Z,04,25,070,34
109,11:26:05 Z,05,07,303,36
109,11:26:05 Z,06,42,215,32
109,11:26:05 Z,07,,,22
109,11:26:05 Z,09,62,066,34
109,11:26:05 Z,11,50,267,31
109,11:26:05 Z,16,14,050,35
109,11:26:05 Z,20,43,300,39
109,11:26:05 Z,26,05,024,33
109,11:26:05 Z,29,07,333,36
109,11:26:05 Z,30,,,28
110,11:26:10 Z,02,07,331,35
110,11:26:10 Z,04,25,070,33
110,11:26:10 Z,05,07,303,37
110,11:26:10 Z,06,42,215,33
110,11:26:10 Z,07,,,20
110,11:26:10 Z,09,62,066,31
110,11:26:10 Z,11,50,267,25
110,11:26:10 Z,16,14,050,34
110,11:26:10 Z,20,43,300,39
110,11:26:10 Z,26,05,024,32
110,11:26:10 Z,29,07,333,35
110,11:26:10 Z,30,,,26
111,11:26:15 Z,02,07,330,35
111,11:26:15 Z,04,24,070,35
111,11:26:15 Z,05,07,303,37
111,11:26:15 Z,06,42,215,25
111,11:26:15 Z,09,62,066,34
111,11:26:15 Z,11,50,267,33
111,11:26:15 Z,16,14,050,35
111,11:26:15 Z,20,43,300,39
111,11:26:15 Z,26,05,024,31
111,11:26:15 Z,29,07,333,35
111,11:26:15 Z,30,,,29
112,11:26:20 Z,02,07,330,35
112,11:26:20 Z,04,24,070,36
112,11:26:20 Z,05,07,303,37
112,11:26:20 Z,06,42,214,27
112,11:26:20 Z,09,62,066,36
112,11:26:20 Z,11,50,267,34
112,11:26:20 Z,16,14,050,35
112,11:26:20 Z,20,43,300,38
112,11:26:20 Z,26,05,024,33
112,11:26:20 Z,29,07,333,36
112,11:26:20 Z,30,32,190,29
113,11:26:25 Z,02,07,330,34
113,11:26:25 Z,04,24,070,35
113,11:26:25 Z,05,07,303,35
113,11:26:25 Z,06,42,214,
113,11:26:25 Z,09,62,066,36
113,11:26:25 Z,11,50,267,31
113,11:26:25 Z,16,14,050,36
113,11:26:25 Z,20,44,300,37
113,11:26:25 Z,26,05,024,31
113,11:26:25 Z,29,07,333,32
113,11:26:25 Z,30,32,190,28
114,11:26:30 Z,02,07,330,32
114,11:26:30 Z,04,24,070,34
114,11:26:30 Z,05,07,303,34
114,11:26:30 Z,06,42,214,31
114,11:26:30 Z,09,62,066,36
114,11:26:30 Z,11,50,267,32
114,11:26:30 Z,16,14,050,35
114,11:26:30 Z,20,44,300,38
114,11:26:30 Z,26,05,024,32
114,11:26:30 Z,29,07,333,31
114,11:26:30 Z,30,32,190,25
115,11:26:35 Z,02,07,330,32
115,11:26:35 Z,04,24,070,35
115,11:26:35 Z,05,07,303,34
115,11:26:35 Z,06,42,214,31
115,11:26:35 Z,09,62,066,36
115,11:26:35 Z,11,50,267,31
115,11:26:35 Z,16,14,050,35
115,11:26:35 Z,20,44,300,37
115,11:26:35 Z,26,05,024,32
115,11:26:35 Z,29,07,333,31
115,11:26:35 Z,30,32,190,27
116,11:26:40 Z,02,07,330,31
116,11:26:40 Z,04,24,070,35
116,11:26:40 Z,05,07,303,34
116,11:26:40 Z,06,42,214,33
116,11:26:40 Z,09,62,066,36
116,11:26:40 Z,11,50,267,29
116,11:26:40 Z,16,14,050,34
116,11:26:40 Z,20,44,300,37
116,11:26:40 Z,26,05,024,31
116,11:26:40 Z,29,07,333,32
116,11:26:40 Z,30,32,190,24
117,11:26:45 Z,02,07,330,33
117,11:26:45 Z,04,24,070,33
117,11:26:45 Z,05,07,303,35
117,11:26:45 Z,06,42,214,35
117,11:26:45 Z,09,62,066,30
117,11:26:45 Z,11,50,267,26
117,11:26:45 Z,16,14,050,21
117,11:26:45 Z,20,44,300,39
117,11:26:45 Z,26,05,024,32
117,11:26:45 Z,29,07,333,36
117,11:26:45 Z,30,32,190,21
118,11:26:50 Z,02,07,330,33
118,11:26:50 Z,04,24,070,33
118,11:26:50 Z,05,07,303,37
118,11:26:50 Z,06,42,214,25
118,11:26:50 Z,09,61,066,27
118,11:26:50 Z,11,50,267,27
118,11:26:50 Z,16,14,050,27
118,11:26:50 Z,20,44,300,39
118,11:26:50 Z,26,05,024,33
118,11:26:50 Z,29,07,333,35
118,11:26:50 Z,30,32,190,18
119,11:26:55 Z,02,07,330,34
119,11:26:55 Z,04,24,070,34
119,11:26:55 Z,05,07,303,37
119,11:26:55 Z,06,42,214,25
119,11:26:55 Z,09,61,066,26
119,11:26:55 Z,11,50,266,30
119,11:26:55 Z,16,14,050,27
119,11:26:55 Z,20,44,300,40
119,11:26:55 Z,26,05,024,32
119,11:26:55 Z,29,07,333,37
119,11:26:55 Z,30,32,190,20
120,11:27:00 Z,02,07,330,32
120,11:27:00 Z,04,24,070,34
120,11:27:00 Z,05,07,303,35
120,11:27:00 Z,06,42,214,35
120,11:27:00 Z,09,61,066,33
120,11:27:00 Z,11,50,266,22
120,11:27:00 Z,16,14,050,24
120,11:27:00 Z,20,44,300,41
120,11:27:00 Z,26,05,024,34
120,11:27:00 Z,29,07,333,37
120,11:27:00 Z,30,32,190,23
121,11:27:05 Z,02,07,330,34
121,11:27:05 Z,04,24,070,35
121,11:27:05 Z,05,07,303,36
121,11:27:05 Z,06,42,214,36
121,11:27:05 Z,09,61,066,33
121,11:27:05 Z,11,50,266,23
121,11:27:05 Z,16,14,050,22
121,11:27:05 Z,20,44,300,42
121,11:27:05 Z,26,05,024,35
121,11:27:05 Z,29,07,333,37
121,11:27:05 Z,30,32,190,24
122,11:27:10 Z,02,07,330,29
122,11:27:10 Z,04,24,070,35
122,11:27:10 Z,05,07,303,35
122,11:27:10 Z,06,42,214,32
122,11:27:10 Z,09,61,066,33
122,11:27:10 Z,11,50,266,20
122,11:27:10 Z,16,14,050,26
122,11:27:10 Z,20,44,300,41
122,11:27:10 Z,26,05,024,34
122,11:27:10 Z,29,07,333,33
122,11:27:10 Z,30,32,190,21
123,11:27:15 Z,02,07,330,29
123,11:27:15 Z,04,24,070,36
123,11:27:15 Z,05,07,303,34
123,11:27:15 Z,06,42,214,21
123,11:27:15 Z,07,,,28
123,11:27:15 Z,09,61,066,34
123,11:27:15 Z,11,50,266,33
123,11:27:15 Z,16,14,050,26
123,11:27:15 Z,20,44,300,40
123,11:27:15 Z,26,05,024,34
123,11:27:15 Z,29,07,333,33
123,11:27:15 Z,30,32,190,18
124,11:27:20 Z,02,07,330,33
124,11:27:20 Z,04,24,070,34
124,11:27:20 Z,05,08,303,36
124,11:27:20 Z,06,42,214,35
124,11:27:20 Z,07,,,20
124,11:27:20 Z,09,61,066,33
124,11:27:20 Z,11,50,266,18
124,11:27:20 Z,16,14,050,24
124,11:27:20 Z,20,44,300,39
124,11:27:20 Z,26,05,024,33
124,11:27:20 Z,29,07,333,36
124,11:27:20 Z,30,32,190,20
125,11:27:25 Z,02,07,330,30
125,11:27:25 Z,04,24,070,34
125,11:27:25 Z,05,08,303,35
125,11:27:25 Z,06,42,214,33
125,11:27:25 Z,07,,,20
125,11:27:25 Z,09,61,066,34
125,11:27:25 Z,11,50,266,30
125,11:27:25 Z,16,14,050,22
125,11:27:25 Z,20,44,300,40
125,11:27:25 Z,26,05,024,33
125,11:27:25 Z,29,07,333,36
125,11:27:25 Z,30,32,190,23
126,11:27:30 Z,02,07,330,32
126,11:27:30 Z,04,24,070,34
126,11:27:30 Z,05,08,303,35
126,11:27:30 Z,06,42,214,34
126,11:27:30 Z,07,,,19
126,11:27:30 Z,09,61,066,33
126,11:27:30 Z,11,50,266,28
126,11:27:30 Z,16,14,049,21
126,11:27:30 Z,20,44,300,41
126,11:27:30 Z,26,05,024,34
126,11:27:30 Z,29,07,333,35
126,11:27:30 Z,30,32,190,22
127,11:27:35 Z,02,07,330,33
127,11:27:35 Z,04,24,070,37
127,11:27:35 Z,05,08,303,34
127,11:27:35 Z,06,42,214,21
127,11:27:35 Z,07,,,18
127,11:27:35 Z,09,61,066,33
127,11:27:35 Z,11,50,266,34
127,11:27:35 Z,16,14,049,19
127,11:27:35 Z,20,44,300,40
127,11:27:35 Z,26,04,024,36
127,11:27:35 Z,29,07,333,33
127,11:27:35 Z,30,32,190,20
128,11:27:40 Z,02,07,330,34
128,11:27:40 Z,04,24,070,32
128,11:27:40 Z,05,08,303,38
128,11:27:40 Z,06,42,214,30
128,11:27:40 Z,07,,,29
128,11:27:40 Z,09,61,066,32
128,11:27:40 Z,11,50,266,29
128,11:27:40 Z,16,14,049,36
128,11:27:40 Z,20,44,300,39
128,11:27:40 Z,26,04,024,27
128,11:27:40 Z,29,07,333,38
128,11:27:40 Z,30,32,190,30
129,11:27:45 Z,02,07,330,31
129,11:27:45 Z,04,24,070,31
129,11:27:45 Z,05,08,303,32
129,11:27:45 Z,06,42,214,27
129,11:27:45 Z,07,,,24
129,11:27:45 Z,09,61,066,33
129,11:27:45 Z,11,50,266,32
129,11:27:45 Z,16,14,049,35
129,11:27:45 Z,20,44,300,38
129,11:27:45 Z,26,04,024,34
129,11:27:45 Z,29,07,333,30
129,11:27:45 Z,30,32,190,25
